customer_id,name,age,gender,income,region,purchase_amount,upload_timestamp,avg_purchase_amount,purchase_frequency,customer_lifespan_months,calculated_clv,clv_tier
9176,"Maria Rivera",51,Other,60801.21,"Region IV-A",4259.79,"2026-01-06 07:05:25",4259.79,3.50,48,59637.06,Platinum
230,"Maria Torres",39,Female,81274.20,"Region III",4414.80,"2026-01-06 07:05:25",4414.80,4.50,36,59599.80,Platinum
6603,"Carlos Rodriguez",33,Other,81706.37,"Region III",4414.75,"2026-01-06 07:05:25",4414.75,4.50,36,59599.13,Platinum
8789,"Elena Torres",66,Other,66699.44,"Region X",4255.52,"2026-01-06 07:05:25",4255.52,3.50,48,59577.28,Platinum
8673,"Rafael Rivera",53,Male,62794.55,"Region X",4253.52,"2026-01-06 07:05:25",4253.52,3.50,48,59549.28,Platinum
2582,"Rafael Lopez",33,Male,76971.46,"Region XI",4409.02,"2026-01-06 07:05:25",4409.02,4.50,36,59521.77,Platinum
9720,"Ana Rodriguez",48,Male,78356.83,"Region VIII",4408.79,"2026-01-06 07:05:25",4408.79,4.50,36,59518.67,Platinum
9657,"Carlos Dela Cruz",48,Male,73447.22,"Region XI",4407.07,"2026-01-06 07:05:25",4407.07,4.50,36,59495.45,Platinum
4452,"Pedro Torres",36,Female,93693.01,"Region VII",4401.29,"2026-01-06 07:05:25",4401.29,4.50,36,59417.42,Platinum
5529,"Rafael Santos",26,Other,91391.71,"Region VI",4392.92,"2026-01-06 07:05:25",4392.92,4.50,36,59304.42,Platinum
3437,"Rafael Santos",29,Other,84025.29,"Region V",4390.64,"2026-01-06 07:05:25",4390.64,4.50,36,59273.64,Platinum
1352,"Ana Santos",67,Male,67288.28,"Region I",4231.10,"2026-01-06 07:05:25",4231.10,3.50,48,59235.40,Platinum
9879,"Carlos Rodriguez",27,Female,91574.07,CAR,4387.21,"2026-01-06 07:05:25",4387.21,4.50,36,59227.34,Platinum
8060,"Maria Santos",32,Male,71424.75,"Region II",4386.41,"2026-01-06 07:05:25",4386.41,4.50,36,59216.54,Platinum
4434,"Carlos Rodriguez",30,Female,74752.31,"Region VIII",4385.75,"2026-01-06 07:05:25",4385.75,4.50,36,59207.63,Platinum
1625,"Ana Rodriguez",36,Male,98133.28,"Region IV-B",4385.46,"2026-01-06 07:05:25",4385.46,4.50,36,59203.71,Platinum
6965,"Carmen Lopez",33,Female,86290.92,"Region IX",4385.23,"2026-01-06 07:05:25",4385.23,4.50,36,59200.61,Platinum
8803,"Pedro Lopez",36,Other,93568.45,"Region IV-A",4383.56,"2026-01-06 07:05:25",4383.56,4.50,36,59178.06,Platinum
2884,"Pedro Garcia",36,Male,79442.68,"Region V",4379.30,"2026-01-06 07:05:25",4379.30,4.50,36,59120.55,Platinum
2522,"Luz Rivera",44,Male,99202.23,"Region I",4375.31,"2026-01-06 07:05:25",4375.31,4.50,36,59066.69,Platinum
4381,"Juan Rodriguez",24,Male,80230.55,"Region III",4370.39,"2026-01-06 07:05:25",4370.39,4.50,36,59000.27,Platinum
5746,"Juan Torres",60,Male,62782.19,"Region VI",4212.43,"2026-01-06 07:05:25",4212.43,3.50,48,58974.02,Platinum
2510,"Juan Martinez",31,Female,94287.03,"Region I",4366.83,"2026-01-06 07:05:25",4366.83,4.50,36,58952.21,Platinum
2537,"Luz Santos",32,Male,80960.83,"Region VIII",4363.64,"2026-01-06 07:05:25",4363.64,4.50,36,58909.14,Platinum
278,"Carlos Dela Cruz",31,Male,85252.10,"Region XII",4359.91,"2026-01-06 07:05:25",4359.91,4.50,36,58858.79,Platinum
1459,"Rafael Fernandez",29,Male,97795.62,BARMM,4359.50,"2026-01-06 07:05:25",4359.50,4.50,36,58853.25,Platinum
2090,"Carlos Martinez",56,Female,64631.63,"Region VI",4202.90,"2026-01-06 07:05:25",4202.90,3.50,48,58840.60,Platinum
8931,"Jose Martinez",58,Other,61047.85,"Region IX",4202.54,"2026-01-06 07:05:25",4202.54,3.50,48,58835.56,Platinum
6746,"Rafael Torres",33,Other,72024.60,"Region XI",4357.10,"2026-01-06 07:05:25",4357.10,4.50,36,58820.85,Platinum
2871,"Carlos Reyes",37,Other,70050.36,"Region I",4356.07,"2026-01-06 07:05:25",4356.07,4.50,36,58806.95,Platinum
5546,"Carlos Reyes",31,Female,90012.51,"Region XIII",4354.43,"2026-01-06 07:05:25",4354.43,4.50,36,58784.81,Platinum
428,"Juan Torres",41,Other,87389.98,"Region XIII",4354.40,"2026-01-06 07:05:25",4354.40,4.50,36,58784.40,Platinum
799,"Maria Lopez",23,Female,93487.64,"Region X",4353.73,"2026-01-06 07:05:25",4353.73,4.50,36,58775.36,Platinum
3346,"Carlos Rodriguez",26,Female,90887.67,CAR,4352.35,"2026-01-06 07:05:25",4352.35,4.50,36,58756.73,Platinum
2498,"Carlos Santos",18,Other,71404.19,"Region VII",4349.52,"2026-01-06 07:05:25",4349.52,4.50,36,58718.52,Platinum
3859,"Jose Rivera",47,Female,91629.56,CAR,4348.27,"2026-01-06 07:05:25",4348.27,4.50,36,58701.65,Platinum
2957,"Carmen Fernandez",44,Female,79950.57,NCR,4345.84,"2026-01-06 07:05:25",4345.84,4.50,36,58668.84,Platinum
3124,"Elena Garcia",18,Female,75881.33,NCR,4344.83,"2026-01-06 07:05:25",4344.83,4.50,36,58655.21,Platinum
3369,"Luz Lopez",35,Female,83362.92,"Region V",4344.60,"2026-01-06 07:05:25",4344.60,4.50,36,58652.10,Platinum
5302,"Elena Martinez",56,Female,60029.11,"Region IV-A",4186.15,"2026-01-06 07:05:25",4186.15,3.50,48,58606.10,Platinum
9410,"Jose Lopez",65,Male,61435.53,"Region IV-A",4185.02,"2026-01-06 07:05:25",4185.02,3.50,48,58590.28,Platinum
4100,"Rafael Rodriguez",36,Female,84116.58,CAR,4338.28,"2026-01-06 07:05:25",4338.28,4.50,36,58566.78,Platinum
5245,"Maria Fernandez",29,Male,78575.40,NCR,4337.72,"2026-01-06 07:05:25",4337.72,4.50,36,58559.22,Platinum
7553,"Jose Garcia",77,Female,60049.47,"Region IV-A",4182.55,"2026-01-06 07:05:25",4182.55,3.50,48,58555.70,Platinum
5354,"Luz Santos",21,Male,77790.72,"Region II",4334.19,"2026-01-06 07:05:25",4334.19,4.50,36,58511.57,Platinum
3082,"Rafael Lopez",22,Female,97521.71,BARMM,4334.07,"2026-01-06 07:05:25",4334.07,4.50,36,58509.95,Platinum
4738,"Rafael Torres",36,Male,88875.64,"Region XIII",4329.86,"2026-01-06 07:05:25",4329.86,4.50,36,58453.11,Platinum
7811,"Carmen Reyes",58,Other,61363.45,"Region IX",4174.26,"2026-01-06 07:05:25",4174.26,3.50,48,58439.64,Platinum
9998,"Jose Torres",26,Female,71778.26,"Region II",4327.12,"2026-01-06 07:05:25",4327.12,4.50,36,58416.12,Platinum
1344,"Luz Lopez",21,Female,92138.06,"Region IV-A",4324.63,"2026-01-06 07:05:25",4324.63,4.50,36,58382.51,Platinum
2440,"Carlos Rivera",47,Female,82047.56,"Region IX",4322.55,"2026-01-06 07:05:25",4322.55,4.50,36,58354.43,Platinum
7923,"Elena Rivera",29,Male,93263.52,"Region IV-A",4317.19,"2026-01-06 07:05:25",4317.19,4.50,36,58282.07,Platinum
5115,"Carlos Dela Cruz",40,Female,91638.01,"Region X",4314.28,"2026-01-06 07:05:25",4314.28,4.50,36,58242.78,Platinum
773,"Carmen Dela Cruz",30,Other,93533.61,"Region VI",4312.66,"2026-01-06 07:05:25",4312.66,4.50,36,58220.91,Platinum
62,"Juan Santos",46,Male,85725.38,"Region VI",4311.21,"2026-01-06 07:05:25",4311.21,4.50,36,58201.34,Platinum
2238,"Pedro Fernandez",36,Other,97948.75,BARMM,4308.61,"2026-01-06 07:05:25",4308.61,4.50,36,58166.24,Platinum
3327,"Ana Rodriguez",37,Male,70170.54,BARMM,4304.44,"2026-01-06 07:05:25",4304.44,4.50,36,58109.94,Platinum
7727,"Jose Santos",26,Female,81844.49,NCR,4302.17,"2026-01-06 07:05:25",4302.17,4.50,36,58079.30,Platinum
2228,"Maria Fernandez",22,Other,93200.99,"Region I",4295.22,"2026-01-06 07:05:25",4295.22,4.50,36,57985.47,Platinum
2037,"Rafael Torres",26,Female,91037.10,CAR,4294.18,"2026-01-06 07:05:25",4294.18,4.50,36,57971.43,Platinum
7414,"Carmen Reyes",29,Male,92932.05,"Region IV-A",4293.33,"2026-01-06 07:05:25",4293.33,4.50,36,57959.96,Platinum
8742,"Rafael Garcia",32,Other,95029.69,"Region VII",4292.98,"2026-01-06 07:05:25",4292.98,4.50,36,57955.23,Platinum
3926,"Carlos Rivera",46,Male,95463.77,"Region XIII",4287.30,"2026-01-06 07:05:25",4287.30,4.50,36,57878.55,Platinum
1615,"Ana Martinez",76,Male,68945.20,"Region IV-B",4133.09,"2026-01-06 07:05:25",4133.09,3.50,48,57863.26,Platinum
9537,"Carmen Santos",49,Female,92842.57,"Region I",4285.87,"2026-01-06 07:05:25",4285.87,4.50,36,57859.25,Platinum
8042,"Rafael Santos",31,Male,75303.08,"Region IV-B",4284.08,"2026-01-06 07:05:25",4284.08,4.50,36,57835.08,Platinum
2579,"Juan Dela Cruz",34,Male,91485.09,CAR,4282.85,"2026-01-06 07:05:25",4282.85,4.50,36,57818.48,Platinum
2191,"Jose Santos",33,Male,86187.07,"Region XII",4280.90,"2026-01-06 07:05:25",4280.90,4.50,36,57792.15,Platinum
3922,"Ana Dela Cruz",38,Female,89652.43,"Region IV-A",4280.45,"2026-01-06 07:05:25",4280.45,4.50,36,57786.08,Platinum
3335,"Rafael Torres",32,Other,85342.77,"Region V",4280.24,"2026-01-06 07:05:25",4280.24,4.50,36,57783.24,Platinum
4064,"Luz Fernandez",68,Female,68135.87,"Region IV-A",4126.74,"2026-01-06 07:05:25",4126.74,3.50,48,57774.36,Platinum
1346,"Ana Rivera",45,Male,76158.10,NCR,4276.50,"2026-01-06 07:05:25",4276.50,4.50,36,57732.75,Platinum
1861,"Elena Reyes",48,Female,73150.87,"Region VIII",4274.92,"2026-01-06 07:05:25",4274.92,4.50,36,57711.42,Platinum
1734,"Juan Rodriguez",34,Other,82193.16,"Region III",4272.10,"2026-01-06 07:05:25",4272.10,4.50,36,57673.35,Platinum
4996,"Luz Santos",21,Male,96712.65,"Region I",4269.96,"2026-01-06 07:05:25",4269.96,4.50,36,57644.46,Platinum
7183,"Carlos Dela Cruz",26,Female,71863.65,"Region VII",4269.22,"2026-01-06 07:05:25",4269.22,4.50,36,57634.47,Platinum
9520,"Rafael Rivera",67,Male,62899.27,"Region XIII",4116.50,"2026-01-06 07:05:25",4116.50,3.50,48,57631.00,Platinum
6116,"Carmen Santos",41,Male,87366.01,"Region III",4268.25,"2026-01-06 07:05:25",4268.25,4.50,36,57621.38,Platinum
5374,"Ana Dela Cruz",18,Other,80758.66,NCR,4266.38,"2026-01-06 07:05:25",4266.38,4.50,36,57596.13,Platinum
1630,"Elena Rivera",53,Other,67072.52,"Region VII",4112.99,"2026-01-06 07:05:25",4112.99,3.50,48,57581.86,Platinum
175,"Maria Torres",34,Male,82606.64,"Region IX",4260.05,"2026-01-06 07:05:25",4260.05,4.50,36,57510.68,Platinum
6731,"Elena Martinez",24,Male,98726.57,"Region X",4255.04,"2026-01-06 07:05:25",4255.04,4.50,36,57443.04,Platinum
2478,"Maria Rodriguez",68,Other,63617.71,"Region VI",4102.62,"2026-01-06 07:05:25",4102.62,3.50,48,57436.68,Platinum
6928,"Carlos Rodriguez",30,Other,88666.54,"Region III",4254.22,"2026-01-06 07:05:25",4254.22,4.50,36,57431.97,Platinum
8434,"Maria Rivera",69,Male,63905.45,"Region IV-A",4097.88,"2026-01-06 07:05:25",4097.88,3.50,48,57370.32,Platinum
1157,"Pedro Rivera",64,Other,69978.50,"Region IV-B",4097.84,"2026-01-06 07:05:25",4097.84,3.50,48,57369.76,Platinum
4477,"Juan Rivera",34,Female,87195.52,"Region III",4247.96,"2026-01-06 07:05:25",4247.96,4.50,36,57347.46,Platinum
9578,"Jose Martinez",46,Other,95351.02,"Region I",4247.65,"2026-01-06 07:05:25",4247.65,4.50,36,57343.28,Platinum
8895,"Maria Reyes",75,Other,67988.56,"Region VII",4095.41,"2026-01-06 07:05:25",4095.41,3.50,48,57335.74,Platinum
7612,"Pedro Lopez",30,Male,88936.28,"Region VI",4246.51,"2026-01-06 07:05:25",4246.51,4.50,36,57327.89,Platinum
7061,"Pedro Rodriguez",18,Female,85099.10,"Region V",4243.85,"2026-01-06 07:05:25",4243.85,4.50,36,57291.98,Platinum
4446,"Pedro Santos",43,Male,79016.79,"Region XII",4243.70,"2026-01-06 07:05:25",4243.70,4.50,36,57289.95,Platinum
2062,"Juan Rodriguez",25,Male,90154.55,"Region IX",4241.72,"2026-01-06 07:05:25",4241.72,4.50,36,57263.22,Platinum
5928,"Rafael Torres",44,Other,70521.52,BARMM,4241.40,"2026-01-06 07:05:25",4241.40,4.50,36,57258.90,Platinum
8914,"Juan Dela Cruz",41,Female,91747.46,"Region X",4241.17,"2026-01-06 07:05:25",4241.17,4.50,36,57255.80,Platinum
9534,"Carmen Reyes",65,Male,60852.52,"Region IV-A",4083.85,"2026-01-06 07:05:25",4083.85,3.50,48,57173.90,Platinum
46,"Carlos Rivera",36,Female,79103.09,"Region II",4234.34,"2026-01-06 07:05:25",4234.34,4.50,36,57163.59,Platinum
3611,"Pedro Torres",41,Female,91667.36,"Region X",4234.04,"2026-01-06 07:05:25",4234.04,4.50,36,57159.54,Platinum
3666,"Carlos Rodriguez",30,Other,84311.05,CAR,4231.88,"2026-01-06 07:05:25",4231.88,4.50,36,57130.38,Platinum
9041,"Carmen Rodriguez",20,Other,72753.47,"Region II",4231.35,"2026-01-06 07:05:25",4231.35,4.50,36,57123.23,Platinum
1409,"Maria Santos",20,Male,91176.59,"Region XIII",4228.56,"2026-01-06 07:05:25",4228.56,4.50,36,57085.56,Platinum
8417,"Carmen Fernandez",46,Female,90989.51,"Region VI",4226.03,"2026-01-06 07:05:25",4226.03,4.50,36,57051.41,Platinum
2715,"Jose Martinez",42,Female,97075.32,"Region VII",4224.36,"2026-01-06 07:05:25",4224.36,4.50,36,57028.86,Platinum
167,"Maria Lopez",46,Female,81244.80,"Region VIII",4222.55,"2026-01-06 07:05:25",4222.55,4.50,36,57004.43,Platinum
5544,"Juan Rivera",33,Male,86655.44,"Region III",4220.24,"2026-01-06 07:05:25",4220.24,4.50,36,56973.24,Platinum
709,"Elena Rodriguez",47,Male,86683.49,CAR,4218.89,"2026-01-06 07:05:25",4218.89,4.50,36,56955.02,Platinum
9809,"Elena Rodriguez",44,Other,70000.08,BARMM,4218.46,"2026-01-06 07:05:25",4218.46,4.50,36,56949.21,Platinum
5199,"Carlos Rivera",23,Female,83981.12,"Region III",4218.37,"2026-01-06 07:05:25",4218.37,4.50,36,56948.00,Platinum
1206,"Carlos Rodriguez",36,Male,83843.65,"Region IX",4217.93,"2026-01-06 07:05:25",4217.93,4.50,36,56942.06,Platinum
5568,"Maria Garcia",30,Female,98122.01,"Region IV-A",4217.74,"2026-01-06 07:05:25",4217.74,4.50,36,56939.49,Platinum
5589,"Carmen Martinez",25,Male,80567.08,"Region XII",4215.80,"2026-01-06 07:05:25",4215.80,4.50,36,56913.30,Platinum
9907,"Pedro Lopez",40,Other,81977.97,NCR,4214.56,"2026-01-06 07:05:25",4214.56,4.50,36,56896.56,Platinum
7145,"Luz Rivera",37,Other,98826.95,"Region VII",4213.22,"2026-01-06 07:05:25",4213.22,4.50,36,56878.47,Platinum
9737,"Elena Rivera",44,Male,79863.57,"Region II",4213.07,"2026-01-06 07:05:25",4213.07,4.50,36,56876.45,Platinum
7198,"Elena Garcia",19,Female,95355.75,"Region XIII",4211.46,"2026-01-06 07:05:25",4211.46,4.50,36,56854.71,Platinum
5809,"Carlos Martinez",36,Other,97855.98,BARMM,4211.26,"2026-01-06 07:05:25",4211.26,4.50,36,56852.01,Platinum
7230,"Maria Martinez",69,Female,63865.63,CAR,4055.70,"2026-01-06 07:05:25",4055.70,3.50,48,56779.80,Platinum
7771,"Elena Fernandez",54,Female,62820.55,"Region VI",4054.10,"2026-01-06 07:05:25",4054.10,3.50,48,56757.40,Platinum
3668,"Luz Fernandez",19,Female,95559.88,"Region XIII",4199.51,"2026-01-06 07:05:25",4199.51,4.50,36,56693.39,Platinum
9136,"Elena Santos",22,Male,78870.96,"Region II",4197.17,"2026-01-06 07:05:25",4197.17,4.50,36,56661.80,Platinum
6765,"Elena Martinez",36,Other,73905.13,"Region XI",4191.90,"2026-01-06 07:05:25",4191.90,4.50,36,56590.65,Platinum
5605,"Pedro Santos",27,Other,77212.08,"Region II",4188.24,"2026-01-06 07:05:25",4188.24,4.50,36,56541.24,Platinum
8016,"Jose Torres",37,Male,93545.75,"Region I",4184.80,"2026-01-06 07:05:25",4184.80,4.50,36,56494.80,Platinum
9229,"Juan Lopez",41,Male,87299.64,"Region IX",4182.78,"2026-01-06 07:05:25",4182.78,4.50,36,56467.53,Platinum
2888,"Elena Lopez",69,Female,63916.11,"Region X",4030.32,"2026-01-06 07:05:25",4030.32,3.50,48,56424.48,Platinum
3832,"Jose Rivera",47,Female,72266.35,"Region II",4174.96,"2026-01-06 07:05:25",4174.96,4.50,36,56361.96,Platinum
9344,"Rafael Garcia",31,Other,85128.58,CAR,4172.92,"2026-01-06 07:05:25",4172.92,4.50,36,56334.42,Platinum
3660,"Jose Fernandez",60,Other,67166.69,"Region IV-A",4023.79,"2026-01-06 07:05:25",4023.79,3.50,48,56333.06,Platinum
7876,"Ana Martinez",23,Male,88732.01,"Region III",4172.28,"2026-01-06 07:05:25",4172.28,4.50,36,56325.78,Platinum
3037,"Maria Fernandez",49,Other,83522.99,"Region V",4170.31,"2026-01-06 07:05:25",4170.31,4.50,36,56299.19,Platinum
4493,"Jose Torres",24,Male,70736.25,"Region XI",4169.33,"2026-01-06 07:05:25",4169.33,4.50,36,56285.96,Platinum
7446,"Pedro Martinez",26,Male,86368.84,CAR,4167.06,"2026-01-06 07:05:25",4167.06,4.50,36,56255.31,Platinum
2209,"Carmen Lopez",53,Male,62111.58,"Region IX",4016.60,"2026-01-06 07:05:25",4016.60,3.50,48,56232.40,Platinum
925,"Luz Garcia",71,Male,60399.17,"Region IX",4016.59,"2026-01-06 07:05:25",4016.59,3.50,48,56232.26,Platinum
1378,"Carlos Garcia",55,Other,68376.77,"Region I",4014.94,"2026-01-06 07:05:25",4014.94,3.50,48,56209.16,Platinum
7603,"Rafael Garcia",34,Other,91972.23,"Region X",4161.61,"2026-01-06 07:05:25",4161.61,4.50,36,56181.74,Platinum
2889,"Carmen Fernandez",33,Other,81362.02,"Region XII",4158.66,"2026-01-06 07:05:25",4158.66,4.50,36,56141.91,Platinum
2431,"Carmen Lopez",45,Female,90082.53,CAR,4153.79,"2026-01-06 07:05:25",4153.79,4.50,36,56076.17,Platinum
5607,"Elena Dela Cruz",39,Other,71748.32,"Region I",4153.30,"2026-01-06 07:05:25",4153.30,4.50,36,56069.55,Platinum
8312,"Pedro Garcia",38,Male,89623.39,"Region XIII",4151.97,"2026-01-06 07:05:25",4151.97,4.50,36,56051.60,Platinum
9716,"Ana Reyes",28,Male,77984.39,"Region VIII",4149.25,"2026-01-06 07:05:25",4149.25,4.50,36,56014.88,Platinum
55,"Luz Dela Cruz",45,Male,90228.61,"Region IX",4146.35,"2026-01-06 07:05:25",4146.35,4.50,36,55975.73,Platinum
4316,"Pedro Torres",42,Other,82947.05,"Region IX",4144.92,"2026-01-06 07:05:25",4144.92,4.50,36,55956.42,Platinum
9973,"Ana Torres",19,Other,86148.30,"Region XII",4139.37,"2026-01-06 07:05:25",4139.37,4.50,36,55881.50,Platinum
3917,"Rafael Santos",39,Female,71289.28,"Region XI",4138.40,"2026-01-06 07:05:25",4138.40,4.50,36,55868.40,Platinum
4148,"Ana Fernandez",44,Female,93977.08,"Region X",4135.77,"2026-01-06 07:05:25",4135.77,4.50,36,55832.90,Platinum
318,"Jose Lopez",22,Female,97599.42,"Region VII",4135.66,"2026-01-06 07:05:25",4135.66,4.50,36,55831.41,Platinum
9257,"Luz Lopez",32,Male,90338.79,"Region VI",4129.29,"2026-01-06 07:05:25",4129.29,4.50,36,55745.42,Platinum
4413,"Juan Rodriguez",27,Female,96258.77,"Region IV-A",4129.10,"2026-01-06 07:05:25",4129.10,4.50,36,55742.85,Platinum
8724,"Carlos Martinez",42,Female,87794.40,CAR,4127.16,"2026-01-06 07:05:25",4127.16,4.50,36,55716.66,Platinum
6439,"Ana Rodriguez",19,Other,85746.35,"Region XII",4126.85,"2026-01-06 07:05:25",4126.85,4.50,36,55712.48,Platinum
3448,"Carmen Santos",37,Female,93804.92,"Region XIII",4126.75,"2026-01-06 07:05:25",4126.75,4.50,36,55711.13,Platinum
3872,"Luz Lopez",35,Female,92583.63,"Region XIII",4125.91,"2026-01-06 07:05:25",4125.91,4.50,36,55699.79,Platinum
816,"Juan Martinez",35,Other,92544.92,"Region IV-A",4125.77,"2026-01-06 07:05:25",4125.77,4.50,36,55697.90,Platinum
9921,"Elena Dela Cruz",29,Other,78577.28,"Region II",4122.48,"2026-01-06 07:05:25",4122.48,4.50,36,55653.48,Platinum
4019,"Carmen Fernandez",33,Other,81538.92,"Region XII",4120.76,"2026-01-06 07:05:25",4120.76,4.50,36,55630.26,Platinum
8912,"Maria Dela Cruz",23,Male,84190.47,"Region V",4118.91,"2026-01-06 07:05:25",4118.91,4.50,36,55605.29,Platinum
9762,"Elena Dela Cruz",35,Female,92304.49,"Region VI",4118.72,"2026-01-06 07:05:25",4118.72,4.50,36,55602.72,Platinum
690,"Carmen Martinez",18,Female,70981.95,"Region XI",4116.35,"2026-01-06 07:05:25",4116.35,4.50,36,55570.73,Platinum
9611,"Pedro Santos",40,Other,76624.97,"Region IV-B",4113.50,"2026-01-06 07:05:25",4113.50,4.50,36,55532.25,Platinum
9317,"Rafael Santos",22,Female,78234.93,"Region VIII",4110.57,"2026-01-06 07:05:25",4110.57,4.50,36,55492.70,Platinum
4406,"Rafael Martinez",43,Female,88230.65,"Region VI",4110.54,"2026-01-06 07:05:25",4110.54,4.50,36,55492.29,Platinum
3961,"Juan Rodriguez",21,Other,77721.62,"Region XI",4107.45,"2026-01-06 07:05:25",4107.45,4.50,36,55450.58,Platinum
5642,"Carmen Rivera",31,Male,84923.56,"Region XII",4107.27,"2026-01-06 07:05:25",4107.27,4.50,36,55448.15,Platinum
4698,"Pedro Rodriguez",21,Other,77580.99,"Region IV-B",4106.44,"2026-01-06 07:05:25",4106.44,4.50,36,55436.94,Platinum
4321,"Pedro Rivera",20,Male,81601.47,"Region V",4101.49,"2026-01-06 07:05:25",4101.49,4.50,36,55370.12,Platinum
3683,"Ana Rivera",35,Female,96757.87,"Region X",4100.38,"2026-01-06 07:05:25",4100.38,4.50,36,55355.13,Platinum
4575,"Ana Martinez",25,Male,94980.64,"Region VI",4095.61,"2026-01-06 07:05:25",4095.61,4.50,36,55290.74,Platinum
5714,"Maria Garcia",46,Other,81013.88,"Region V",4095.48,"2026-01-06 07:05:25",4095.48,4.50,36,55288.98,Platinum
4078,"Maria Lopez",40,Other,77126.03,"Region XI",4091.37,"2026-01-06 07:05:25",4091.37,4.50,36,55233.50,Platinum
5790,"Pedro Fernandez",47,Female,86556.87,"Region III",4091.06,"2026-01-06 07:05:25",4091.06,4.50,36,55229.31,Platinum
556,"Elena Martinez",42,Female,82763.58,"Region XII",4086.68,"2026-01-06 07:05:25",4086.68,4.50,36,55170.18,Platinum
2078,"Carmen Garcia",40,Female,91116.33,"Region IV-A",4085.91,"2026-01-06 07:05:25",4085.91,4.50,36,55159.79,Platinum
8816,"Ana Rivera",23,Female,98242.58,BARMM,4085.06,"2026-01-06 07:05:25",4085.06,4.50,36,55148.31,Platinum
2422,"Jose Reyes",40,Male,71967.65,BARMM,4082.79,"2026-01-06 07:05:25",4082.79,4.50,36,55117.67,Platinum
6619,"Pedro Lopez",24,Other,94320.00,"Region I",4082.10,"2026-01-06 07:05:25",4082.10,4.50,36,55108.35,Platinum
7418,"Juan Lopez",45,Female,85437.73,"Region XII",4079.60,"2026-01-06 07:05:25",4079.60,4.50,36,55074.60,Platinum
3216,"Luz Santos",35,Female,82860.49,NCR,4074.24,"2026-01-06 07:05:25",4074.24,4.50,36,55002.24,Platinum
5021,"Carlos Santos",22,Male,87887.48,"Region IX",4068.98,"2026-01-06 07:05:25",4068.98,4.50,36,54931.23,Platinum
5244,"Juan Rodriguez",31,Other,75188.05,"Region VIII",4068.27,"2026-01-06 07:05:25",4068.27,4.50,36,54921.65,Platinum
1882,"Elena Martinez",38,Male,70789.68,BARMM,4067.55,"2026-01-06 07:05:25",4067.55,4.50,36,54911.93,Platinum
6483,"Juan Torres",47,Male,72410.66,"Region XI",4066.25,"2026-01-06 07:05:25",4066.25,4.50,36,54894.38,Platinum
8925,"Rafael Fernandez",41,Male,96182.26,"Region I",4060.21,"2026-01-06 07:05:25",4060.21,4.50,36,54812.84,Platinum
7356,"Rafael Torres",26,Female,76551.70,"Region IV-B",4060.20,"2026-01-06 07:05:25",4060.20,4.50,36,54812.70,Platinum
4713,"Maria Fernandez",35,Other,87827.65,CAR,4057.20,"2026-01-06 07:05:25",4057.20,4.50,36,54772.20,Platinum
1349,"Rafael Torres",24,Male,84280.57,"Region V",4057.11,"2026-01-06 07:05:25",4057.11,4.50,36,54770.99,Platinum
69,"Luz Fernandez",27,Male,77484.14,"Region VIII",4051.25,"2026-01-06 07:05:25",4051.25,4.50,36,54691.88,Platinum
2931,"Elena Dela Cruz",36,Female,88387.35,"Region III",4047.80,"2026-01-06 07:05:25",4047.80,4.50,36,54645.30,Platinum
5974,"Juan Reyes",25,Other,85077.64,"Region IX",4047.48,"2026-01-06 07:05:25",4047.48,4.50,36,54640.98,Platinum
136,"Pedro Dela Cruz",23,Male,79120.78,"Region II",4040.71,"2026-01-06 07:05:25",4040.71,4.50,36,54549.59,Platinum
8410,"Carmen Torres",48,Male,73239.26,"Region XI",4039.35,"2026-01-06 07:05:25",4039.35,4.50,36,54531.23,Platinum
7066,"Luz Dela Cruz",40,Other,71856.88,"Region I",4038.79,"2026-01-06 07:05:25",4038.79,4.50,36,54523.67,Platinum
4011,"Ana Rodriguez",38,Male,79902.81,"Region V",4038.43,"2026-01-06 07:05:25",4038.43,4.50,36,54518.81,Platinum
5482,"Rafael Garcia",24,Male,98863.33,"Region X",4036.82,"2026-01-06 07:05:25",4036.82,4.50,36,54497.07,Platinum
5581,"Juan Martinez",41,Male,91558.19,"Region XIII",4036.28,"2026-01-06 07:05:25",4036.28,4.50,36,54489.78,Platinum
1305,"Ana Rodriguez",30,Other,84035.00,NCR,4035.04,"2026-01-06 07:05:25",4035.04,4.50,36,54473.04,Platinum
990,"Elena Fernandez",28,Male,92202.01,"Region IV-A",4034.79,"2026-01-06 07:05:25",4034.79,4.50,36,54469.67,Platinum
2014,"Pedro Fernandez",41,Male,87058.38,"Region IX",4032.96,"2026-01-06 07:05:25",4032.96,4.50,36,54444.96,Platinum
4309,"Rafael Fernandez",33,Female,86171.17,"Region IX",4031.67,"2026-01-06 07:05:25",4031.67,4.50,36,54427.55,Platinum
1891,"Jose Garcia",33,Other,90776.48,"Region IV-A",4026.37,"2026-01-06 07:05:25",4026.37,4.50,36,54356.00,Platinum
7099,"Luz Rodriguez",45,Male,80121.95,"Region XII",4024.48,"2026-01-06 07:05:25",4024.48,4.50,36,54330.48,Platinum
6586,"Jose Santos",21,Male,77806.46,"Region II",4017.71,"2026-01-06 07:05:25",4017.71,4.50,36,54239.09,Platinum
4827,"Maria Torres",36,Female,78841.49,"Region XI",4011.88,"2026-01-06 07:05:25",4011.88,4.50,36,54160.38,Platinum
